input_weights_mean  ,input_weights_var  ,output_weights_mean ,output_weights_var ,bias               ,pre_activation_mean ,pre_activation_var ,post_activation_mean ,post_activation_var ,input_weight_grads_mean ,input_weight_grads_var ,output_weight_grads_mean ,output_weight_grads_var ,pre_activation_grad_mean ,pre_activation_grad_var ,post_activation_grad_mean ,post_activation_grad_var ,neuron_idx ,input_weights_mean_z ,input_weights_mean_pct ,input_weights_var_z  ,input_weights_var_pct ,output_weights_mean_z ,output_weights_mean_pct ,output_weights_var_z ,output_weights_var_pct ,bias_z               ,bias_pct ,pre_activation_mean_z ,pre_activation_mean_pct ,pre_activation_var_z ,pre_activation_var_pct ,post_activation_mean_z ,post_activation_mean_pct ,post_activation_var_z ,post_activation_var_pct ,input_weight_grads_mean_z ,input_weight_grads_mean_pct ,input_weight_grads_var_z ,input_weight_grads_var_pct ,output_weight_grads_mean_z ,output_weight_grads_mean_pct ,output_weight_grads_var_z ,output_weight_grads_var_pct ,pre_activation_grad_mean_z ,pre_activation_grad_mean_pct ,pre_activation_grad_var_z ,pre_activation_grad_var_pct ,post_activation_grad_mean_z ,post_activation_grad_mean_pct ,post_activation_grad_var_z ,post_activation_grad_var_pct ,best_test_loss     ,control_best_test_loss ,delta_best_test_loss
0.37271562218666077 ,0.7416505217552185 ,3.429492473602295   ,               0.0 ,3.34898042678833   , 3.2507996559143066 ,38.87360763549805  ,  4.479191780090332  , 20.945709228515625 ,4.148444175720215       ,    368.7366638183594  ,100.61152648925781       ,                    0.0 ,      0.0808938592672348 ,      8.242073059082031 ,-0.48210960626602173      ,       9.970479965209961 ,         0 ,0.4490238620929341   ,                 0.375 ,-0.7896876886035259  ,                0.125 ,0.5727732739772711    ,                  0.625 ,                     ,                   0.0 ,0.09668237057650322  ,   0.625 ,0.29420556693759137   ,                  0.625 ,-0.7824257647618793  ,                 0.0   ,-0.12743980309341374   ,                   0.625 ,-0.5764566236137691   ,                  0.375 ,-0.1987998662822783       ,                      0.375 ,-0.4186469107462185      ,                     0.625 ,1.3182540397607876         ,                       0.875 ,                          ,                        0.0 ,-1.1915173908549714        ,                       0.0   ,0.05106266946538094       ,                      0.625 ,-0.565353918673825          ,                        0.5   ,-0.6113885352338563        ,                       0.125 ,577.1327443847656  ,    389.00117724609373 ,188.13156713867187
-0.725297749042511  ,2.2145888805389404 ,-5.614726543426514  ,               0.0 ,4.705052852630615  ,                    ,                   ,                     ,                    ,10.560778617858887      ,   3335.32958984375    ,353.028564453125         ,                    0.0 ,                         ,                        ,                          ,                         ,         1 ,-1.6429363150744432  ,                 0.125 ,1.2796359018843246   ,                0.75  ,-1.776666301120335    ,                  0.0   ,                     ,                   0.0 ,1.4105169432930322   ,   0.75  ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,1.9788824262157394        ,                      0.875 ,1.8233185214305823       ,                     0.875 ,1.6197200009217867         ,                       0.75  ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,572.9004465332031  ,    389.00117724609373 ,183.89926928710935
0.34751662611961365 ,0.715380072593689  ,3.595435857772827   ,               0.0 ,2.6427929401397705 ,                    ,                   ,                     ,                    ,2.769394874572754       ,    526.1748657226562  ,66.22795867919922        ,                    0.0 ,                         ,                        ,                          ,                         ,         2 ,0.4000405109416383   ,                 0.25  ,-0.8303950069262676  ,                0.0   ,0.6157371948472128    ,                  0.75  ,                     ,                   0.0 ,-0.5671695256003497  ,   0.375 ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,1.893333277932522         ,                      0.875 ,-0.6147438419017682      ,                     0.25  ,0.022045382872734543       ,                       0.375 ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,575.8220397949219  ,    389.00117724609373 ,186.8208625488282
-0.7966173887252808 ,2.7078986167907715 ,-5.2657694816589355 ,               0.0 ,5.1586432456970215 ,                    ,                   ,                     ,                    ,0.9719097018241882      ,    621.7728271484375  ,47.906517028808594       ,                    0.0 ,                         ,                        ,                          ,                         ,         3 ,-1.7835352573322791  ,                 0.0   ,1.9773584912634417   ,                0.875 ,-1.6860865736593733   ,                  0.125 ,                     ,                   0.0 ,1.828662820168295    ,   0.875 ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-0.23189866717759128      ,                      0.25  ,1.4216510123673853       ,                     0.75  ,1.4858711591402405         ,                       0.75  ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,576.1195375976563  ,    389.00117724609373 ,187.11836035156256
0.5780786275863647  ,1.3813937902450562 ,3.35782790184021    ,               0.0 ,2.1422929763793945 ,                    ,                   ,                     ,                    ,-8.475773811340332      ,    475.42333984375    ,-122.69719696044922      ,                    0.0 ,                         ,                        ,                          ,                         ,         4 ,0.8450986885999596   ,                 0.875 ,0.12129132384768312  ,                0.625 ,0.555464752733497     ,                  0.375 ,                     ,                   0.0 ,-1.0870855887856332  ,   0.0   ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-0.5489259129318883       ,                      0.25  ,-0.4656586219260467      ,                     0.375 ,-0.7678063575575025        ,                       0.0   ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,580.9285261230468  ,    389.00117724609373 ,191.9273488769531
0.43548497557640076 ,0.7762513160705566 ,3.598320960998535   ,               0.0 ,2.4676051139831543 ,                    ,                   ,                     ,                    ,3.6387133598327637      ,    233.150390625      ,-17.85649871826172       ,                    0.0 ,                         ,                        ,                          ,                         ,         5 ,0.5692630737192207   ,                 0.625 ,-0.7460425487329254  ,                0.25  ,0.6164473065661017    ,                  0.75  ,                     ,                   0.0 ,-0.735111224871661   ,   0.125 ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,0.66029427341282          ,                      0.625 ,-0.47398630307104944     ,                     0.375 ,0.08942305894584837        ,                       0.375 ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,245.811015625      ,    389.00117724609373 ,-143.19016162109372
0.38296037912368774 ,0.866614043712616  ,3.2883200645446777  ,               0.0 ,3.014948606491089  , 1.7152906656265259 ,43.11538314819336  ,  3.5211644172668457 , 20.59480094909668  ,1.266832947731018       ,    537.9034423828125  ,-19.706830978393555      ,                    0.0 ,      0.6000226140022278 ,      5.250776290893555 ,1.0027233362197876        ,       9.910501480102539 ,         6 ,0.46890813240039414  ,                 0.5   ,-0.616910882962375   ,                0.375 ,0.5378365663184209    ,                  0.25  ,                     ,                   0.0 ,-0.22362273612885797 ,   0.5   ,-0.09617816475695894  ,                  0.5   ,-0.7287757372739407  ,                 0.25  ,-0.47953545375385165   ,                   0.5   ,-0.5245068441097037   ,                  0.375 ,-0.2261060283903135       ,                      0.625 ,-0.5249274024441772      ,                     0.25  ,-0.7035034245415106        ,                       0.0   ,                          ,                        0.0 ,0.7352648412860947         ,                       0.5   ,-0.5416520507097691       ,                      0.25  ,0.6382130977395777          ,                        0.375 ,-0.47172945228287066       ,                       0.125 ,577.1305673828125  ,    389.00117724609373 ,188.12939013671877
0.4880821704864502  ,1.0031874179840088 ,3.403519630432129   ,               0.0 ,2.487414598464966  ,                    ,                   ,                     ,                    ,6.0158867835998535      ,    459.0635681152344  ,-74.20333099365234       ,                    0.0 ,                         ,                        ,                          ,                         ,         7 ,0.6685700541456022   ,                 0.75  ,-0.42175844026851755 ,                0.5   ,0.5660194978217987    ,                  0.5   ,                     ,                   0.0 ,-0.7215730296121855  ,   0.125 ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-0.5700876130578143       ,                      0.375 ,-0.6264116445975622      ,                     0.0   ,-0.5753571088554617        ,                       0.125 ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,577.7482219238282  ,    389.00117724609373 ,188.74704467773444
0.7441977858543396  ,1.9216102361679077 ,4.594798564910889   ,               0.0 ,3.9987974166870117 , 3.109980583190918  ,93.05984497070312  ,  5.6399664878845215 , 44.217613220214844 ,-4.992783546447754      ,    387.87982177734375 ,28.88227653503418        ,                    0.0 ,      1.2226797342300415 ,      8.527349472045898 ,1.2737332582473755        ,      17.917978286743164 ,         0 ,1.5076961514894047   ,                 0.875 ,2.0366563116811456   ,                0.875 ,1.2669149273551397    ,                  0.625 ,                     ,                   0.0 ,1.0668934363847626   ,   0.75  ,0.5398754214773895    ,                  0.5   ,2.0342076179867115   ,                 0.875 ,1.8362573742359207     ,                   0.875 ,1.9627956246710538    ,                  0.875 ,-1.0105093556097988       ,                      0.25  ,0.667088466281723        ,                     0.75  ,1.0463618549802696         ,                       0.625 ,                          ,                        0.0 ,1.2414009691989798         ,                       0.75  ,-0.852075478391169        ,                      0.125 ,1.2715873706920102          ,                        0.625 ,1.0741066474367804         ,                       0.625 ,503.4157290039062  ,    334.8836198730469  ,168.53210913085934
-0.3526875674724579 ,0.8867555856704712 ,-3.744896650314331  ,               0.0 ,3.3404581546783447 ,                    ,                   ,                     ,                    ,-2.9795238971710205     ,    268.13043212890625 ,22.83786392211914        ,                    0.0 ,                         ,                        ,                          ,                         ,         1 ,-0.556650916922009   ,                 0.5   ,-1.1335906263460604  ,                0.0   ,-0.7800199618569524   ,                  0.125 ,                     ,                   0.0 ,0.12529697896186381  ,   0.5   ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-1.0409171117530434       ,                      0.125 ,0.21968673089857235      ,                     0.375 ,-2.3547405706883286        ,                       0.0   ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,211.86835986328126 ,    334.8836198730469  ,-123.01526000976563
-0.4650757908821106 ,0.9585253000259399 ,-3.7361559867858887 ,               0.0 ,2.8922176361083984 , 2.697899341583252  ,53.619441986083984 ,  4.3902997970581055 , 26.986820220947266 ,2.324516534805298       ,    396.48614501953125 ,16.151840209960938       ,                    0.0 ,      0.5115711688995361 ,      4.734630584716797 ,-0.6949770450592041       ,       8.7421875         ,         2 ,-0.7661505994028915  ,                 0.375 ,-0.9323178483447698  ,                0.125 ,-0.7794934680072256   ,                  0.25  ,                     ,                   0.0 ,-0.47205569564141375 ,   0.375 ,1.1443696919403625    ,                  0.75  ,-0.7593124372504003  ,                 0.125 ,0.006758013296030201   ,                   0.5   ,-0.4218864064374291   ,                  0.5   ,0.8938808450264318        ,                      0.875 ,-0.5663593045888022      ,                     0.375 ,0.7899613618759332         ,                       0.625 ,                          ,                        0.0 ,-0.612687842775239         ,                       0.375 ,-0.7901933198638088       ,                      0.25  ,-0.7556590028355088         ,                        0.25  ,-0.8928990079692899        ,                       0.25  ,503.577525390625   ,    334.8836198730469  ,168.69390551757812
-0.4662904143333435 ,1.084031343460083  ,-3.9735677242279053 ,               0.0 ,2.3220510482788086 ,                    ,                   ,                     ,                    ,0.9546908140182495      ,    333.9915466308594  ,-10.760071754455566      ,                    0.0 ,                         ,                        ,                          ,                         ,         3 ,-0.7710127293986461  ,                 0.25  ,-0.5420924445278399  ,                0.375 ,-0.83545829341802     ,                  0.0   ,                     ,                   0.0 ,-1.2711648839713245  ,   0.0   ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-0.5071302827537295       ,                      0.5   ,-0.9034105802466216      ,                     0.25  ,-0.7944822507280758        ,                       0.25  ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,504.45173046875    ,    334.8836198730469  ,169.5681105957031
0.5678274631500244  ,1.5141083002090454 ,4.696339130401611   ,               0.0 ,3.9716837406158447 ,                    ,                   ,                     ,                    ,3.460761308670044       ,    722.5833740234375  ,-26.964706420898438      ,                    0.0 ,                         ,                        ,                          ,                         ,         4 ,1.1742341977618338   ,                 0.75  ,0.7797656088907418   ,                0.75  ,1.293401104065092     ,                  0.75  ,                     ,                   0.0 ,1.0289992655446265   ,   0.625 ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,-0.6081261854070893       ,                      0.125 ,1.2006330564710799       ,                     0.75  ,-1.1263820205832316        ,                       0.25  ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,203.91390698242188 ,    334.8836198730469  ,-130.969712890625
0.5568884611129761  ,1.4798974990844727 ,4.765695571899414   ,               0.0 ,4.256592273712158  , 2.270155668258667  ,79.47322845458984  ,  4.772963523864746  , 36.580650329589844 ,1.566772222518921       ,   1142.123046875      ,121.53092956542969       ,                    0.0 ,      0.801001787185669  ,      6.931180953979492 ,1.3967386484146118        ,      15.599088668823242 ,         5 ,1.1533069608547426   ,                 0.625 ,0.6708845677629157   ,                0.625 ,1.3094523592261245    ,                  0.875 ,                     ,                   0.0 ,1.4485774591628633   ,   0.875 ,0.5184071790059538    ,                  0.625 ,0.6796341519163178   ,                 0.625 ,0.9072352177556479     ,                   0.75  ,0.9420993090763378    ,                  0.75  ,-0.10862471667089357      ,                      0.375 ,1.7345858720528704       ,                     0.875 ,1.0622171658192037         ,                       0.625 ,                          ,                        0.0 ,1.3001377901426434         ,                       0.75  ,-0.20985586864361505      ,                      0.5   ,1.2934710517441281          ,                        0.875 ,1.2696790943798002         ,                       0.875 ,505.6650183105469  ,    334.8836198730469  ,170.7813984375
-0.5294045805931091 ,1.0653694868087769 ,-3.555248737335205  ,               0.0 ,2.614417552947998  ,                    ,                   ,                     ,                    ,4.7760396003723145      ,    904.8209838867188  ,168.84469604492188       ,                    0.0 ,                         ,                        ,                          ,                         ,         6 ,-0.8888356897045813  ,                 0.0   ,-0.6068327871880836  ,                0.25  ,-0.7354952176646323   ,                  0.5   ,                     ,                   0.0 ,-0.8843436219366474  ,   0.25  ,                      ,                  0.0   ,                     ,                 0.0   ,                       ,                   0.0   ,                      ,                  0.0   ,0.23997215939179187       ,                      0.375 ,0.4011686127949537       ,                     0.5   ,0.6669838307514665         ,                       0.375 ,                          ,                        0.0 ,                           ,                       0.0   ,                          ,                      0.0   ,                            ,                        0.0   ,                           ,                       0.0   ,203.49491662597657 ,    334.8836198730469  ,-131.3887032470703
-0.507922887802124  ,1.1562503576278687 ,-3.583868980407715  ,               0.0 ,2.5236258506774902 , 1.6188677549362183 ,60.339637756347656 ,  3.9387807846069336 , 26.907930374145508 ,-1.3690121173858643     ,    472.14483642578125 ,71.63998413085938        ,                    0.0 ,      0.9918886423110962 ,      4.011500835418701 ,0.891053318977356         ,       6.487386703491211 ,         7 ,-0.8461593923763961  ,                 0.125 ,-0.325835191524972   ,                0.5   ,-0.7415789441992945   ,                  0.375 ,                     ,                   0.0 ,-0.9923618415687124  ,   0.125 ,-0.8072499251511052   ,                  0.125 ,-0.40511170102070626 ,                 0.5   ,-0.9136138736137582    ,                   0.125 ,-0.4244496141634493   ,                  0.375 ,-1.4151605816445512       ,                      0.0   ,-0.8300497071517393      ,                     0.125 ,0.8387532761939933         ,                       0.875 ,                          ,                        0.0 ,0.7364494094448849         ,                       0.625 ,-0.6367054990733539       ,                      0.25  ,0.7561210621623974          ,                        0.5   ,-0.8899692864310268        ,                       0.125 ,504.3139794921875  ,    334.8836198730469  ,169.43035961914063
