regime_name,metric,h,repeat,success,r,pval,n_inits,ci_lo,ci_hi,sampled_inits
NE,activation_mean,1,0,True,0.32984582578431576,0.5877720183550982,5,-0.5834522265689913,0.9066462566637128,"1,2,3,4,5"
NE,activation_mean,1,1,True,0.4048723594262119,0.4989524361071251,5,-0.7353422558241017,0.975050415577078,"1,2,3,4,5"
NE,activation_mean,1,2,True,0.29397191525246336,0.6311665566484446,5,-0.10876582209143408,0.8487716519764309,"1,2,3,4,5"
NE,activation_mean,1,3,True,-0.03862559721858272,0.9508325937386952,5,-0.9077535047545214,0.5722851043438818,"1,2,3,4,5"
NE,activation_mean,1,4,True,0.6427474363609892,0.24212069602101297,5,0.13628340159976937,0.9326233091629308,"1,2,3,4,5"
NE,activation_mean,1,5,True,0.8107898687957655,0.09594526443742724,5,0.6580130827077382,0.9757924636597896,"1,2,3,4,5"
NE,activation_mean,1,6,True,0.28403929299081476,0.6432734412868085,5,-0.48396311641865214,0.8935296848839862,"1,2,3,4,5"
NE,activation_mean,1,7,True,-0.02964322120652267,0.9622626068355362,5,-0.6897943810270885,0.9045897005517125,"1,2,3,4,5"
NE,activation_mean,1,8,True,-0.6024625626384288,0.2822515358086278,5,-0.9853864417888134,0.1466561642717344,"1,2,3,4,5"
NE,activation_mean,1,9,True,0.17668323852630444,0.7762158850371039,5,-0.8269310406996274,0.7873346966353179,"1,2,3,4,5"
NE,activation_mean,1,10,True,0.003474105821733936,0.9955766399830994,5,-0.8142694668146181,0.8170403827082933,"1,2,3,4,5"
NE,activation_mean,1,11,True,-0.3597523651959531,0.552030633126466,5,-0.9144403709000543,-0.003796149120456327,"1,2,3,4,5"
NE,activation_mean,1,12,True,0.3668524926015502,0.5436081965269062,5,-0.24020702642556116,0.9468793690913154,"1,2,3,4,5"
NE,activation_mean,1,13,True,-0.2071671574994482,0.7381257008799208,5,-0.6797309014180966,0.16864123955150653,"1,2,3,4,5"
NE,activation_mean,1,14,True,-0.3452354690861546,0.5693275421665382,5,-0.9637200049400142,0.35411497397591474,"1,2,3,4,5"
NE,activation_mean,1,15,True,-0.29344926743569066,0.6318026621723464,5,-0.9882688130088784,0.9098471805287814,"1,2,3,4,5"
NE,activation_mean,1,16,True,-0.11739790723777063,0.8508684076577118,5,-0.7248099603104227,0.42565830128033355,"1,2,3,4,5"
NE,activation_mean,1,17,True,-0.1837850340296904,0.767321696998143,5,-0.7743875226218726,0.9844229875417992,"1,2,3,4,5"
NE,activation_mean,1,18,True,0.8741911786613049,0.052544861551455,5,0.24680596114539408,0.9905608429234719,"1,2,3,4,5"
NE,activation_mean,1,19,True,-0.07104644544819304,0.9096170140884969,5,-0.9652804633636387,0.7836601576112975,"1,2,3,4,5"
NE,activation_mean,1,20,True,0.4099457051803496,0.49305325688275126,5,-0.7467147248974476,0.8394675941130221,"1,2,3,4,5"
NE,activation_mean,1,21,True,0.513349335451856,0.3763487523245963,5,-0.20882578721145306,0.9344874531115306,"1,2,3,4,5"
NE,activation_mean,1,22,True,0.6932418862650847,0.19429370896735362,5,0.03625182627440593,0.9380058571260023,"1,2,3,4,5"
NE,activation_mean,1,23,True,0.3309276547298594,0.5864719395875523,5,-0.6031792294616354,0.9368521112776271,"1,2,3,4,5"
NE,activation_mean,1,24,True,-0.3053015176748227,0.6174041414438981,5,-0.8146956757183,0.7371428574889048,"1,2,3,4,5"
NE,activation_mean,1,25,True,-0.22109177963426985,0.7208077028688792,5,-0.9596722903976275,0.9050417434523251,"1,2,3,4,5"
NE,activation_mean,1,26,True,0.4471230032256609,0.45028802666434475,5,0.3248273276414724,0.9110671561026472,"1,2,3,4,5"
NE,activation_mean,1,27,True,0.7560908273085521,0.13919105476171884,5,0.3905482001503086,0.9601428355896193,"1,2,3,4,5"
NE,activation_mean,1,28,True,0.19884795033521618,0.7484974493326846,5,-0.7202832778124547,0.9551978594606063,"1,2,3,4,5"
NE,activation_mean,1,29,True,0.1807849190398503,0.7710775615268873,5,-0.9974746697584725,0.9078185270886149,"1,2,3,4,5"
NE,activation_mean,1,30,True,0.3816990507975002,0.5260791239095857,5,-0.30944957881473933,0.9269320040916225,"1,2,3,4,5"
NE,activation_mean,1,31,True,0.3699575305582703,0.5399328062319738,5,-0.6266302981263634,0.953152184243252,"1,2,3,4,5"
NE,activation_mean,1,32,True,0.5669307437418873,0.318948537513111,5,0.017330861443537404,0.9834404003512457,"1,2,3,4,5"
NE,activation_mean,1,33,True,0.0762636537579588,0.9029923089513554,5,-0.6682155756128679,0.7030813337996581,"1,2,3,4,5"
NE,activation_mean,1,34,True,0.3897721455707142,0.5165956729572813,5,0.018260256916895423,0.8269053929778608,"1,2,3,4,5"
NE,activation_mean,1,35,True,0.4192602177139327,0.48226104402075043,5,0.01391185710238662,0.8456958082326113,"1,2,3,4,5"
NE,activation_mean,1,36,True,-0.2752725721739428,0.6539901705017482,5,-0.9315099591994607,0.7916958559925301,"1,2,3,4,5"
NE,activation_mean,1,37,True,0.29780711351445555,0.6265020897797458,5,-0.36286086273863066,0.7908378364205101,"1,2,3,4,5"
NE,activation_mean,1,38,True,0.26197231629727763,0.6703020275267227,5,-0.8514615453526375,0.9107066586251694,"1,2,3,4,5"
NE,activation_mean,1,39,True,-0.8862911927347605,0.04523508266425876,5,-0.9918215859440932,-0.5000955973845148,"1,2,3,4,5"
NE,activation_mean,1,40,True,0.3398176215934432,0.5758084637257319,5,-0.44686159489514765,0.9305583893248112,"1,2,3,4,5"
NE,activation_mean,1,41,True,-0.10625105531988292,0.8649719289984931,5,-0.8740719612280455,0.9433486667390995,"1,2,3,4,5"
NE,activation_mean,1,42,True,0.09018024460681406,0.8853347667351447,5,-0.8098163150292692,0.985942422550704,"1,2,3,4,5"
NE,activation_mean,1,43,True,-0.5429341100463174,0.34436455016618095,5,-0.8927332572719495,0.9334725957225498,"1,2,3,4,5"
NE,activation_mean,1,44,True,-0.9286289039684479,0.02264188374009598,5,-0.9953329868216333,-0.7990419183286355,"1,2,3,4,5"
NE,activation_mean,1,45,True,0.0797449029515529,0.8985733526825566,5,-0.5898436659589729,0.9938301717795326,"1,2,3,4,5"
NE,activation_mean,1,46,True,-0.02507614702040256,0.9680754044180094,5,-0.9104348116748291,0.8881025102673579,"1,2,3,4,5"
NE,activation_mean,1,47,True,0.6755899669224645,0.2106793827574149,5,0.023023565476209002,0.9964055034487018,"1,2,3,4,5"
