input_weights_mean   ,input_weights_var  ,output_weights_mean ,output_weights_var ,bias               ,pre_activation_mean ,pre_activation_var  ,post_activation_mean ,post_activation_var ,input_weight_grads_mean ,input_weight_grads_var ,output_weight_grads_mean ,output_weight_grads_var ,pre_activation_grad_mean ,pre_activation_grad_var ,post_activation_grad_mean ,post_activation_grad_var ,neuron_idx ,input_weights_mean_pct ,input_weights_var_pct ,output_weights_mean_pct ,output_weights_var_pct ,bias_pct ,pre_activation_mean_pct ,pre_activation_var_pct ,post_activation_mean_pct ,post_activation_var_pct ,input_weight_grads_mean_pct ,input_weight_grads_var_pct ,output_weight_grads_mean_pct ,output_weight_grads_var_pct ,pre_activation_grad_mean_pct ,pre_activation_grad_var_pct ,post_activation_grad_mean_pct ,post_activation_grad_var_pct ,best_test_loss     ,control_best_test_loss ,delta_best_test_loss
-0.38088905811309814 ,0.6837186217308044 ,-3.613494396209717  ,               0.0 ,2.42561411857605   , 2.8523635864257812 , 31.598134994506836 ,  3.9357926845550537 , 18.048931121826172 ,                        ,                       ,                         ,                        ,0.014525100588798523     ,     15.891046524047852 ,0.11007529497146606       ,      26.333393096923828 ,         0 ,                 0.5   ,                0.0   ,                  0.125 ,                   0.0 ,   0.375 ,                  0.375 ,                 0.0   ,                   0.125 ,                  0.125 ,                            ,                           ,                             ,                            ,                       0.875 ,                      0.375 ,                        0.75  ,                       0.5   ,452.08133740234376 ,     518.5789125976562 ,-66.49757519531244
-0.4942735731601715  ,1.1866204738616943 ,-3.256227731704712  ,               0.0 ,2.32287335395813   , 2.5774476528167725 , 51.461971282958984 ,  4.360317707061768  , 25.081377029418945 ,                        ,                       ,                         ,                        ,-0.01699116826057434     ,     11.240349769592285 ,0.1344236135482788        ,      18.54845428466797  ,         1 ,                 0.0   ,                0.5   ,                  0.625 ,                   0.0 ,   0.25  ,                  0.25  ,                 0.625 ,                   0.625 ,                  0.625 ,                            ,                           ,                             ,                            ,                       0.375 ,                      0.125 ,                        0.375 ,                       0.125 ,451.9347561035156  ,     518.5789125976562 ,-66.64415649414059
-0.4145757555961609  ,0.809800922870636  ,-3.6708500385284424 ,               0.0 ,1.9817696809768677 , 2.088927984237671  , 35.75389862060547  ,  3.584545612335205  , 17.517566680908203 ,                        ,                       ,                         ,                        ,-0.10633143782615662     ,     16.44544792175293  ,0.15488287806510925       ,      23.464326858520508 ,         2 ,                 0.25  ,                0.25  ,                  0.0   ,                   0.0 ,   0.125 ,                  0.125 ,                 0.25  ,                   0.0   ,                  0.0   ,                            ,                           ,                             ,                            ,                       0.125 ,                      0.625 ,                        0.875 ,                       0.625 ,451.98981689453126 ,     518.5789125976562 ,-66.58909570312494
-0.480682909488678   ,1.2540875673294067 ,-3.4118659496307373 ,               0.0 ,1.758496880531311  , 1.9478189945220947 , 49.71845245361328  ,  3.849567174911499  , 21.817068099975586 ,                        ,                       ,                         ,                        ,-0.012944221496582031    ,     12.530427932739258 ,0.14600896835327148       ,      20.83739471435547  ,         3 ,                 0.125 ,                0.625 ,                  0.375 ,                   0.0 ,   0.0   ,                  0.0   ,                 0.5   ,                   0.125 ,                  0.5   ,                            ,                           ,                             ,                            ,                       0.5   ,                      0.375 ,                        0.625 ,                       0.375 ,451.42551708984377 ,     518.5789125976562 ,-67.15339550781243
0.7893208265304565   ,2.4216697216033936 ,5.702009677886963   ,               0.0 ,4.907104969024658  , 3.9834485054016113 ,109.09661102294922  ,  6.464958667755127  , 54.667667388916016 ,                        ,                       ,                         ,                        ,-0.09467700123786926     ,     29.307086944580078 ,-0.2540227174758911       ,      57.53978729248047  ,         4 ,                 0.875 ,                0.875 ,                  0.875 ,                   0.0 ,   0.75  ,                  0.75  ,                 0.875 ,                   0.875 ,                  0.875 ,                            ,                           ,                             ,                            ,                       0.25  ,                      0.75  ,                        0.0   ,                       0.875 ,451.3019765625     ,     518.5789125976562 ,-67.27693603515621
-0.3986554741859436  ,0.840648353099823  ,-3.3431994915008545 ,               0.0 ,2.738795280456543  , 3.139385223388672  , 36.42942428588867  ,  4.264808177947998  , 21.086872100830078 ,                        ,                       ,                         ,                        ,0.08628034591674805      ,     12.046882629394531 ,0.11650332808494568       ,      19.175460815429688 ,         5 ,                 0.375 ,                0.375 ,                  0.5   ,                   0.0 ,   0.625 ,                  0.625 ,                 0.375 ,                   0.5   ,                  0.375 ,                            ,                           ,                             ,                            ,                       0.75  ,                      0.25  ,                        0.375 ,                       0.25  ,452.1065046386719  ,     518.5789125976562 ,-66.47240795898432
0.735236644744873    ,2.196776866912842  ,5.694471836090088   ,               0.0 ,5.123268127441406  , 4.197307109832764  , 96.32499694824219  ,  6.383552074432373  , 50.470863342285156 ,                        ,                       ,                         ,                        ,-0.42069917917251587     ,     31.21501350402832  ,-0.23864376544952393      ,      57.56761169433594  ,         6 ,                 0.75  ,                0.75  ,                  0.75  ,                   0.0 ,   0.875 ,                  0.875 ,                 0.75  ,                   0.75  ,                  0.75  ,                            ,                           ,                             ,                            ,                       0.0   ,                      0.875 ,                        0.125 ,                       0.75  ,451.43269995117186 ,     518.5789125976562 ,-67.14621264648434
-0.3548046350479126  ,0.6955339908599854 ,-3.5646374225616455 ,               0.0 ,2.599283218383789  , 2.916304349899292  , 32.61190414428711  ,  3.998788595199585  , 18.60277557373047  ,                        ,                       ,                         ,                        ,0.009923398494720459     ,     14.11365795135498  ,0.12795338034629822       ,      22.03251838684082  ,         7 ,                 0.625 ,                0.125 ,                  0.25  ,                   0.0 ,   0.5   ,                  0.5   ,                 0.125 ,                   0.375 ,                  0.25  ,                            ,                           ,                             ,                            ,                       0.625 ,                      0.625 ,                        0.625 ,                       0.5   ,452.0648857421875  ,     518.5789125976562 ,-66.51402685546867
-0.44571393728256226 ,0.925308883190155  ,-3.784498453140259  ,               0.0 ,2.6508166790008545 , 3.1567800045013428 , 41.25640869140625  ,  4.428947925567627  , 22.863285064697266 ,                        ,                       ,                         ,                        ,-0.3088741600513458      ,     18.179981231689453 ,-0.17005151510238647      ,      27.886253356933594 ,         0 ,                 0.25  ,                0.0   ,                  0.25  ,                   0.0 ,   0.375 ,                  0.5   ,                 0.125 ,                   0.375 ,                  0.25  ,                            ,                           ,                             ,                            ,                       0.125 ,                      0.375 ,                        0.25  ,                       0.25  ,411.2146755371094  ,     478.6303620605469 ,-67.4156865234375
-0.5049296617507935  ,1.1394398212432861 ,-3.65470552444458   ,               0.0 ,2.4406681060791016 , 2.6303675174713135 , 51.219200134277344 ,  4.311240196228027  , 25.796680450439453 ,                        ,                       ,                         ,                        ,0.025513887405395508     ,     13.216026306152344 ,-0.07718276977539062      ,      21.502159118652344 ,         1 ,                 0.0   ,                0.5   ,                  0.5   ,                   0.0 ,   0.25  ,                  0.125 ,                 0.5   ,                   0.25  ,                  0.375 ,                            ,                           ,                             ,                            ,                       0.375 ,                      0.125 ,                        0.375 ,                       0.125 ,411.0564709472656  ,     478.6303620605469 ,-67.57389111328126
-0.3982200622558594  ,1.0718249082565308 ,-3.947514533996582  ,               0.0 ,2.436292886734009  , 2.7646989822387695 , 44.00707244873047  ,  4.306060314178467  , 21.989871978759766 ,                        ,                       ,                         ,                        ,0.19386035203933716      ,     14.63123893737793  ,-0.07932379841804504      ,      24.998680114746094 ,         2 ,                 0.5   ,                0.375 ,                  0.125 ,                   0.0 ,   0.125 ,                  0.25  ,                 0.25  ,                   0.25  ,                  0.125 ,                            ,                           ,                             ,                            ,                       0.75  ,                      0.25  ,                        0.125 ,                       0.375 ,411.09042431640626 ,     478.6303620605469 ,-67.53993774414062
